# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_17	cds	92914	95487	+	BBGPBF_04050	1192.0	0.0	0.985	0.976	0.725	UniRef:UniRef50_A0A1G6W1U3
contig_17	rRNA	95953	97085	+	BBGPBF_04051	1108.6	1.4e-34	-	-	-	RFAM:RF00177
contig_18	tRNA	126	202	+	BBGPBF_04052	85.5	-	-	-	-	-
contig_18	cds	367	1170	+	BBGPBF_04053	342.0	7.9e-117	1.0	0.878	0.637	UniRef:UniRef50_A0A854CNT9
contig_18	cds	1216	2121	-	BBGPBF_04054	466.0	1.2e-165	0.980	0.993	0.800	UniRef:UniRef50_A0A2X4UCV0
contig_18	cds	2226	3416	+	BBGPBF_04055	393.0	7.8e-133	0.985	0.853	0.551	UniRef:UniRef50_E1V5Q9
contig_18	cds	3510	4316	+	BBGPBF_04056	368.0	5.4e-127	0.978	0.809	0.706	UniRef:UniRef50_P0A8U2
contig_18	cds	4408	5178	+	BBGPBF_04057	394.0	1.4e-138	0.996	0.996	0.753	UniRef:UniRef50_A0A0H2W219
contig_18	cds	5236	6390	-	BBGPBF_04058	529.0	4.8e-188	0.914	1.0	0.778	UniRef:UniRef50_A0A484W0K2
contig_18	cds	6675	7430	-	BBGPBF_04059	322.0	6.6e-110	0.992	0.973	0.602	UniRef:UniRef50_Q6D1V5
contig_18	cds	7463	8185	+	BBGPBF_04060	397.0	1.7e-139	0.971	0.850	0.781	UniRef:UniRef50_P75672
contig_18	cds	8182	8649	-	BBGPBF_04061	253.0	2.4e-85	1.0	0.838	0.735	UniRef:UniRef50_Q1I7T4
contig_18	cds	8705	9445	+	BBGPBF_04062	331.0	1.5e-113	0.984	0.924	0.649	UniRef:UniRef50_A0A379F748
contig_18	tRNA	9579	9655	+	BBGPBF_04063	85.5	-	-	-	-	-
contig_18	cds	9715	10596	-	BBGPBF_04064	415.0	3.5e-145	0.939	0.887	0.742	UniRef:UniRef50_P33634
contig_18	cds	10700	11290	+	BBGPBF_04065	241.0	1.5e-79	1.066	0.991	0.636	UniRef:UniRef50_Q8ZMX5
contig_18	cds	11321	12091	-	BBGPBF_04066	427.0	7.1e-151	0.949	0.844	0.827	UniRef:UniRef50_Q47679
contig_18	cds	12269	14713	-	BBGPBF_04067	1335.0	0.0	0.991	0.920	0.828	UniRef:UniRef50_Q47146
contig_18	cds	14953	15534	+	BBGPBF_04068	355.0	1.3e-124	1.0	0.894	0.927	UniRef:UniRef50_Q7N7F7
contig_18	cds	15609	16376	+	BBGPBF_04069	477.0	1.6e-170	1.208	1.0	0.760	UniRef:UniRef50_Q47147
contig_18	cds	16347	17087	-	BBGPBF_04070	507.0	2.2e-183	1.0	0.957	1.0	UniRef:UniRef50_A0AAP5VK31
contig_18	cds	17499	18842	+	BBGPBF_04071	730.0	3.5e-264	1.0	0.892	0.814	UniRef:UniRef50_Q9HZK6
contig_18	cds	18846	20084	+	BBGPBF_04072	585.0	3.1e-208	1.002	0.918	0.683	UniRef:UniRef50_Q8ZBZ1
contig_18	cds	20077	20871	+	BBGPBF_04073	437.0	1.0e-154	1.0	0.920	0.830	UniRef:UniRef50_Q56582
contig_18	cds	20864	21502	+	BBGPBF_04074	287.0	2.8e-97	0.981	0.870	0.697	UniRef:UniRef50_A0A8J7IEP6
contig_18	cds	21509	22105	+	BBGPBF_04075	270.0	7.2e-91	1.0	0.839	0.692	UniRef:UniRef50_Q9HZL0
contig_18	cds	22118	23341	+	BBGPBF_04076	480.0	1.3e-167	0.988	0.983	0.577	UniRef:UniRef50_T0RCH9
contig_18	cds	23344	23559	+	BBGPBF_04077	89.4	1.7e-23	0.986	0.864	0.600	UniRef:UniRef50_V3PY75
contig_18	cds	23692	24552	-	BBGPBF_04078	291.0	1.7e-96	1.017	0.893	0.550	UniRef:UniRef50_A0A9J6S5K7
contig_18	cds	24712	25767	+	BBGPBF_04079	352.0	1.9e-118	1.006	0.929	0.564	UniRef:UniRef50_I8U8V4
contig_18	cds	25770	26222	+	BBGPBF_04080	293.0	1.2e-101	0.987	0.818	0.986	UniRef:UniRef50_A0A0H3GNQ9
contig_18	cds	26265	27722	-	BBGPBF_04081	605.0	1.3e-213	0.998	0.906	0.616	UniRef:UniRef50_A0A655W848
contig_18	cds	27980	28438	+	BBGPBF_04082	229.0	1.7e-76	0.993	0.950	0.722	UniRef:UniRef50_Q89AN2
contig_18	cds	28544	29788	+	BBGPBF_04083	452.0	3.7e-156	1.019	0.988	0.528	UniRef:UniRef50_P04335
contig_18	cds	29846	30244	+	BBGPBF_04084	215.0	2.8e-71	1.008	0.864	0.759	UniRef:UniRef50_P24251
contig_18	cds	30327	30848	-	BBGPBF_04085	192.0	3.7e-61	0.936	0.871	0.574	UniRef:UniRef50_E0SK09
contig_18	cds	30860	32275	-	BBGPBF_04086	573.0	4.8e-202	0.983	0.961	0.585	UniRef:UniRef50_A0A0H3FRM2
contig_18	cds	32283	32696	-	BBGPBF_04087	262.0	7.0e-90	1.0	0.867	0.993	UniRef:UniRef50_E0SK07
contig_18	cds	32708	33808	-	BBGPBF_04088	445.0	9.3e-155	0.992	0.931	0.617	UniRef:UniRef50_A0A2X3GCY1
contig_18	cds	33805	35019	-	BBGPBF_04089	444.0	3.0e-153	1.005	0.993	0.581	UniRef:UniRef50_A0A1M7Z176
contig_18	cds	35000	36025	-	BBGPBF_04090	411.0	2.5e-142	0.944	0.933	0.649	UniRef:UniRef50_Q5E805
contig_18	cds	36018	37400	-	BBGPBF_04091	481.0	3.7e-166	1.030	0.988	0.538	UniRef:UniRef50_Q7MJX2
contig_18	cds	37391	38608	-	BBGPBF_04092	422.0	1.6e-144	0.993	0.971	0.552	UniRef:UniRef50_Q5E803
contig_18	cds	38614	40701	-	BBGPBF_04093	1014.0	0.0	1.0	0.996	0.774	UniRef:UniRef50_A0A7H4LZD3
contig_18	cds	40703	41257	-	BBGPBF_04094	-	-	-	-	-	-
contig_18	cds	41254	42540	-	BBGPBF_04095	484.0	2.8e-168	1.012	1.0	0.517	UniRef:UniRef50_A0AAN3S002
contig_18	cds	42530	43669	-	BBGPBF_04096	350.0	3.2e-117	0.858	0.874	0.545	UniRef:UniRef50_G7EJX2
contig_18	cds	43651	43932	-	BBGPBF_04097	-	-	-	-	-	-
contig_18	cds	44234	44920	-	BBGPBF_04098	437.0	3.1e-156	0.987	0.978	0.987	UniRef:UniRef50_A0A8B6IVD5
contig_18	cds	44966	46366	-	BBGPBF_04099	577.0	8.3e-203	0.972	0.860	0.678	UniRef:UniRef50_A0AA37RPK3
contig_18	cds	46502	47785	-	BBGPBF_04100	606.0	7.6e-218	0.810	1.0	0.899	UniRef:UniRef50_A0A377C5I6
contig_18	cds	47798	49246	-	BBGPBF_04101	776.0	1.4e-282	0.880	0.968	0.929	UniRef:UniRef50_A0A2X1KUK3
contig_18	cds	49271	50539	-	BBGPBF_04102	690.0	1.4e-249	0.929	0.867	0.867	UniRef:UniRef50_P37339
contig_18	cds	50567	51544	-	BBGPBF_04103	450.0	3.5e-159	0.803	0.981	0.854	UniRef:UniRef50_A0A8S0FP22
contig_18	cds	52006	52263	+	BBGPBF_04104	117.0	2.5e-34	0.988	0.988	0.679	UniRef:UniRef50_N8ZYQ3
contig_18	cds	52321	53070	+	BBGPBF_04105	356.0	1.2e-123	0.996	0.976	0.690	UniRef:UniRef50_A0A2X2BIQ1
contig_18	cds	53088	53741	-	BBGPBF_04106	278.0	1.9e-93	0.972	0.858	0.607	UniRef:UniRef50_A0A0M9EKS2
contig_18	cds	53960	55222	-	BBGPBF_04107	666.0	3.5e-240	0.993	0.946	0.813	UniRef:UniRef50_K9D0M3
contig_18	cds	55310	56305	-	BBGPBF_04108	348.0	8.7e-118	1.003	0.997	0.515	UniRef:UniRef50_A0AA47B4M0
contig_18	cds	56322	57083	-	BBGPBF_04109	454.0	7.2e-162	0.929	0.870	0.991	UniRef:UniRef50_A0A0C7KEE5
contig_18	cds	57095	58633	-	BBGPBF_04110	1025.0	0.0	1.0	0.983	0.994	UniRef:UniRef50_A0A0C7KIU7
contig_18	cds	58654	59205	-	BBGPBF_04111	344.0	8.8e-121	0.984	0.865	0.928	UniRef:UniRef50_A0A564L5N2
contig_18	cds	59220	60011	-	BBGPBF_04112	281.0	2.5e-93	0.992	0.913	0.544	UniRef:UniRef50_A0A919HV49
contig_18	cds	60528	60779	-	BBGPBF_04113	129.0	5.7e-39	1.0	1.0	0.687	UniRef:UniRef50_A0A0L0H3U7
contig_18	cds	60956	62353	-	BBGPBF_04114	554.0	9.1e-195	0.991	0.985	0.594	UniRef:UniRef50_A0A0D5YHV6
contig_18	cds	62343	63878	-	BBGPBF_04115	532.0	2.3e-184	1.055	1.006	0.551	UniRef:UniRef50_A0A917NK09
contig_18	cds	63882	64901	-	BBGPBF_04116	434.0	2.6e-151	1.0	0.952	0.646	UniRef:UniRef50_A0A098BVQ0
contig_18	cds	64913	65872	-	BBGPBF_04117	446.0	2.8e-156	1.0	0.860	0.730	UniRef:UniRef50_O31404
contig_18	cds	66125	68890	+	BBGPBF_04118	1762.0	0.0	0.987	0.970	0.974	UniRef:UniRef50_A0A486Q7B2
contig_18	cds	69364	70509	-	BBGPBF_04119	746.0	7.5e-273	1.0	0.903	1.0	UniRef:UniRef50_UPI0011585C2A
contig_18	cds	71246	71452	+	BBGPBF_04120	-	-	-	-	-	-
contig_18	cds	71521	72318	-	BBGPBF_04121	518.0	5.4e-187	1.0	0.923	0.996	UniRef:UniRef50_A0A1C7WAV9
contig_18	cds	72754	73290	+	BBGPBF_04122	340.0	1.2e-119	1.0	0.942	1.0	UniRef:UniRef50_A0A0J1LUZ3
contig_18	cds	73390	73926	+	BBGPBF_04123	353.0	1.0e-124	1.0	0.913	1.0	UniRef:UniRef50_A0A483QZ56
contig_18	cds	73992	76550	+	BBGPBF_04124	1082.0	0.0	0.961	0.911	0.637	UniRef:UniRef50_A0A1S8CDX7
contig_18	cds	76636	77418	+	BBGPBF_04125	291.0	1.7e-97	0.900	0.824	0.637	UniRef:UniRef50_K1JTE2
contig_18	cds	77470	78138	+	BBGPBF_04126	439.0	6.3e-157	1.0	0.921	0.991	UniRef:UniRef50_A0A3S4YPP3
contig_18	cds	78149	78646	+	BBGPBF_04127	301.0	2.2e-104	0.903	0.851	0.993	UniRef:UniRef50_A0A2X3BNE2
contig_18	cds	78509	78913	-	BBGPBF_04128	-	-	-	-	-	-
contig_18	cds	78993	79790	+	BBGPBF_04129	540.0	1.9e-195	1.0	0.908	1.0	UniRef:UniRef50_A0A483I5C7
contig_18	cds	80162	81052	+	BBGPBF_04130	613.0	1.3e-223	1.0	0.931	1.0	UniRef:UniRef50_A0A483ZFK9
contig_18	cds	81294	81842	+	BBGPBF_04131	371.0	7.1e-132	1.0	1.0	1.0	UniRef:UniRef50_A0A4S7KYN3
contig_18	cds	82581	82901	+	BBGPBF_04132	-	-	-	-	-	-
contig_18	cds	82903	84084	-	BBGPBF_04133	522.0	2.9e-184	0.982	0.923	0.637	UniRef:UniRef50_A0A377BT20
contig_18	tRNA	84248	84323	-	BBGPBF_04134	85.1	-	-	-	-	-
contig_18	cds	84437	85690	-	BBGPBF_04135	474.0	3.2e-164	0.986	0.888	0.601	UniRef:UniRef50_P07004
contig_18	cds	85701	86804	-	BBGPBF_04136	488.0	4.1e-171	0.992	0.863	0.701	UniRef:UniRef50_P0A7B5
contig_18	cds	87094	88146	+	BBGPBF_04137	461.0	3.3e-161	1.057	0.941	0.616	UniRef:UniRef50_A0A285B4F0
contig_18	cds	88191	88652	-	BBGPBF_04138	-	-	-	-	-	-
contig_18	cds	89170	90039	+	BBGPBF_04139	493.0	1.0e-175	0.955	0.839	0.971	UniRef:UniRef50_A0A0H3GNU2
contig_18	cds	90135	90800	+	BBGPBF_04140	240.0	2.2e-78	1.0	0.906	0.548	UniRef:UniRef50_A0A084ZKR7
contig_19	cds	274	1344	-	BBGPBF_04141	484.0	2.7e-170	0.938	0.884	0.671	UniRef:UniRef50_A0A248ZWH1
contig_19	cds	1354	2700	-	BBGPBF_04142	556.0	1.6e-195	1.022	0.922	0.609	UniRef:UniRef50_P37948
contig_19	cds	2972	4594	+	BBGPBF_04143	946.0	0.0	1.0	1.0	0.861	UniRef:UniRef50_A0AAP2BEL7
contig_19	cds	4584	5843	+	BBGPBF_04144	528.0	6.1e-185	0.998	0.844	0.634	UniRef:UniRef50_P13033
contig_19	cds	5840	7018	+	BBGPBF_04145	618.0	1.5e-221	1.033	0.888	0.716	UniRef:UniRef50_P0A996
contig_19	cds	7040	7843	-	BBGPBF_04146	484.0	2.9e-173	0.925	0.837	1.0	UniRef:UniRef50_P76469
contig_19	cds	7858	9150	-	BBGPBF_04147	513.0	3.6e-181	0.863	1.051	0.803	UniRef:UniRef50_A0A447XUK2
contig_19	cds	9190	10395	-	BBGPBF_04148	763.0	2.9e-279	0.938	0.879	0.955	UniRef:UniRef50_P77215
contig_19	cds	10406	11191	-	BBGPBF_04149	425.0	6.9e-150	0.977	0.859	0.831	UniRef:UniRef50_P77732
contig_19	cds	11396	12592	-	BBGPBF_04150	531.0	2.6e-188	0.947	1.0	0.743	UniRef:UniRef50_A0A6N3QNB9
contig_19	cds	12695	13237	-	BBGPBF_04151	306.0	2.3e-105	1.0	0.804	0.800	UniRef:UniRef50_P76471
contig_19	cds	13512	14453	-	BBGPBF_04152	566.0	2.2e-204	1.051	1.0	0.951	UniRef:UniRef50_L0M399
contig_19	cds	14591	15016	+	BBGPBF_04153	144.0	1.8e-43	0.957	0.964	0.570	UniRef:UniRef50_A0A1G1CLJ2
contig_19	cds	15072	16448	-	BBGPBF_04154	685.0	1.2e-246	0.987	0.976	0.754	UniRef:UniRef50_A0A9Q9UMH0
contig_19	cds	16445	17410	-	BBGPBF_04155	404.0	7.2e-140	0.988	0.908	0.609	UniRef:UniRef50_H2IPR6
contig_19	cds	17410	18267	-	BBGPBF_04156	352.0	3.3e-120	0.965	0.826	0.640	UniRef:UniRef50_P23966
contig_19	cds	18282	19040	-	BBGPBF_04157	303.0	1.6e-102	1.071	0.993	0.607	UniRef:UniRef50_P37355
contig_19	cds	19037	20707	-	BBGPBF_04158	959.0	0.0	1.0	0.851	0.847	UniRef:UniRef50_P17109
contig_19	cds	20790	22079	-	BBGPBF_04159	593.0	8.8e-211	0.937	0.850	0.751	UniRef:UniRef50_P38051
contig_19	cds	22215	22673	-	BBGPBF_04160	244.0	1.8e-82	0.961	0.874	0.781	UniRef:UniRef50_A8ADW6
contig_19	cds	22734	23654	+	BBGPBF_04161	422.0	2.2e-147	0.990	0.889	0.670	UniRef:UniRef50_P0A8V0
contig_19	cds	23709	25166	-	BBGPBF_04162	743.0	7.5e-268	1.144	1.0	0.723	UniRef:UniRef50_P0AFF0
contig_19	cds	25173	26702	-	BBGPBF_04163	775.0	9.6e-281	0.992	0.984	0.743	UniRef:UniRef50_A0A7X3LYN1
contig_19	cds	26872	28713	-	BBGPBF_04164	805.0	7.1e-288	0.993	0.868	0.688	UniRef:UniRef50_P33607
contig_19	cds	28710	29012	-	BBGPBF_04165	169.0	1.9e-54	0.980	0.875	0.980	UniRef:UniRef50_Q7CQ53
contig_19	cds	29009	29563	-	BBGPBF_04166	253.0	4.7e-85	0.918	0.880	0.775	UniRef:UniRef50_A0A6M2B0W2
contig_19	cds	29575	30117	-	BBGPBF_04167	242.0	1.5e-80	0.939	0.833	0.763	UniRef:UniRef50_Q746T4
contig_19	cds	30132	31109	-	BBGPBF_04168	487.0	2.5e-172	1.003	0.906	0.727	UniRef:UniRef50_P0AFD4
contig_19	cds	31106	33832	-	BBGPBF_04169	1344.0	0.0	0.999	0.909	0.752	UniRef:UniRef50_Q9I0J6
contig_19	cds	33865	35202	-	BBGPBF_04170	584.0	1.2e-206	0.980	0.876	0.658	UniRef:UniRef50_A0A1W6KC86
contig_19	cds	35199	35699	-	BBGPBF_04171	206.0	1.2e-66	0.946	0.867	0.611	UniRef:UniRef50_A0A346MZV1
contig_19	cds	35702	37510	-	BBGPBF_04172	1176.0	0.0	0.990	0.927	0.950	UniRef:UniRef50_P33599
contig_19	cds	37597	38271	-	BBGPBF_04173	440.0	6.3e-160	1.0	1.018	0.969	BlastRules:WP_000236331
contig_19	cds	38287	38646	-	BBGPBF_04174	-	-	-	-	-	-
contig_19	cds	39385	40311	-	BBGPBF_04175	582.0	1.2e-210	0.994	0.944	0.987	UniRef:UniRef50_A0A169TWA0
contig_19	cds	41184	42401	+	BBGPBF_04176	799.0	1.1e-295	1.0	1.0	0.960	BlastRules:WP_000074527
contig_19	cds	42483	43082	+	BBGPBF_04177	266.0	1.2e-89	0.975	0.902	0.680	UniRef:UniRef50_Q87R72
contig_19	cds	43127	44959	-	BBGPBF_04178	614.0	8.9e-213	1.0	0.884	0.536	UniRef:UniRef50_P0AFU2
contig_19	cds	45036	45695	-	BBGPBF_04179	309.0	1.1e-105	1.0	0.883	0.703	UniRef:UniRef50_H3REZ6
contig_19	cds	45707	46201	-	BBGPBF_04180	319.0	2.7e-111	1.171	1.0	0.854	UniRef:UniRef50_P0A8W8
contig_19	cds	46289	46744	-	BBGPBF_04181	255.0	1.4e-86	0.927	0.828	0.871	UniRef:UniRef50_P0A8D9
contig_19	cds	47082	48284	+	BBGPBF_04182	771.0	1.0e-284	1.0	1.0	0.975	BlastRules:WP_000095689
contig_19	cds	48485	50632	+	BBGPBF_04183	1205.0	0.0	0.994	0.944	0.872	UniRef:UniRef50_P0A9M8
contig_19	cds	50725	51276	-	BBGPBF_04184	274.0	4.9e-93	0.907	0.834	0.789	UniRef:UniRef50_H3RF06
contig_19	cds	51334	51885	-	BBGPBF_04185	230.0	6.8e-76	0.989	0.978	0.613	UniRef:UniRef50_A0A376FLA7
contig_19	cds	51948	52586	-	BBGPBF_04186	251.0	3.4e-83	0.995	0.981	0.597	UniRef:UniRef50_A0A3N5DP29
contig_19	cds	52767	53396	+	BBGPBF_04187	367.0	2.6e-129	0.990	0.990	0.816	UniRef:UniRef50_A0A1Y6GE01
contig_19	cds	53462	53824	+	BBGPBF_04188	121.0	9.2e-35	0.942	0.831	0.566	UniRef:UniRef50_A0A7U6GJP7
contig_19	cds	53843	54736	+	BBGPBF_04189	424.0	5.5e-149	1.0	0.971	0.697	UniRef:UniRef50_A0A090V207
contig_19	cds	54952	55479	+	BBGPBF_04190	335.0	1.4e-117	0.989	0.920	0.936	UniRef:UniRef50_A0A376FIH2
contig_19	cds	55485	56258	-	BBGPBF_04191	486.0	4.9e-174	0.977	0.820	1.0	UniRef:UniRef50_P02915
contig_19	cds	56266	56982	-	BBGPBF_04192	431.0	6.2e-156	0.975	0.987	0.948	BlastRules:WP_000569771
contig_19	cds	56979	57665	-	BBGPBF_04193	268.0	2.6e-89	1.048	0.972	0.611	UniRef:UniRef50_A7MH46
contig_19	cds	57730	58512	-	BBGPBF_04194	464.0	1.3e-165	1.0	0.939	0.892	UniRef:UniRef50_A7MH44
contig_19	cds	58780	59562	-	BBGPBF_04195	369.0	3.8e-128	1.0	0.939	0.700	UniRef:UniRef50_A7MH44
contig_19	cds	59845	60414	-	BBGPBF_04196	329.0	8.9e-115	1.0	0.969	0.862	UniRef:UniRef50_A0A077DBN0
contig_19	cds	60550	62067	-	BBGPBF_04197	580.0	6.2e-204	0.968	0.996	0.618	UniRef:UniRef50_A0A522RMJ5
contig_19	cds	62101	62589	-	BBGPBF_04198	236.0	1.3e-78	0.994	0.801	0.727	UniRef:UniRef50_K2KMZ9
contig_19	cds	62806	63495	-	BBGPBF_04199	305.0	4.9e-104	1.052	1.021	0.759	UniRef:UniRef50_P09549
contig_19	cds	63485	64753	-	BBGPBF_04200	667.0	3.5e-240	1.0	0.902	0.801	UniRef:UniRef50_P08192
contig_19	cds	64829	65812	-	BBGPBF_04201	367.0	6.9e-125	0.930	0.844	0.615	UniRef:UniRef50_A0A9D6LKC2
contig_19	cds	65935	66594	-	BBGPBF_04202	358.0	4.2e-125	0.995	0.897	0.835	UniRef:UniRef50_A0A0H3H138
contig_19	cds	66621	67433	-	BBGPBF_04203	434.0	4.0e-153	0.963	0.855	0.815	UniRef:UniRef50_Q8ZD27
contig_19	cds	67433	68446	-	BBGPBF_04204	564.0	5.7e-202	0.967	0.821	0.880	UniRef:UniRef50_P08390
contig_19	cds	68510	69646	-	BBGPBF_04205	440.0	4.0e-152	0.981	0.903	0.612	UniRef:UniRef50_Q1LTA7
contig_19	cds	69757	70734	+	BBGPBF_04206	334.0	5.0e-112	0.972	0.852	0.582	UniRef:UniRef50_P15286
contig_19	cds	70821	71996	-	BBGPBF_04207	519.0	4.2e-183	0.857	0.803	0.794	UniRef:UniRef50_G5RYC1
contig_19	cds	72206	73426	-	BBGPBF_04208	474.0	9.8e-165	0.995	0.940	0.616	UniRef:UniRef50_A0A7Y4FGN5
contig_19	cds	73585	75573	+	BBGPBF_04209	1009.0	0.0	1.082	1.001	0.709	UniRef:UniRef50_Q8ZD36
contig_19	cds	75635	75916	-	BBGPBF_04210	130.0	5.1e-39	0.978	0.901	0.703	UniRef:UniRef50_A0A198GD44
contig_19	cds	75948	76496	-	BBGPBF_04211	217.0	1.3e-70	0.912	0.810	0.596	UniRef:UniRef50_A0A1C3IMH5
contig_19	cds	76496	77305	-	BBGPBF_04212	304.0	2.5e-102	0.955	0.931	0.599	UniRef:UniRef50_I2B719
contig_19	cds	77305	78129	-	BBGPBF_04213	365.0	1.4e-126	0.974	0.971	0.678	UniRef:UniRef50_A0A0L0AQU3
contig_19	cds	78132	79217	-	BBGPBF_04214	506.0	2.0e-179	0.978	0.972	0.686	UniRef:UniRef50_Q5E3U6
contig_19	cds	79259	80191	-	BBGPBF_04215	350.0	5.6e-119	0.952	0.850	0.603	UniRef:UniRef50_Q0WDE1
contig_19	cds	80359	80910	+	BBGPBF_04216	307.0	6.1e-106	1.0	0.824	0.820	UniRef:UniRef50_P0A8B2
contig_19	cds	80931	81317	-	BBGPBF_04217	-	-	-	-	-	-
contig_19	cds	81626	83770	-	BBGPBF_04218	900.0	0.0	0.805	1.0	0.795	UniRef:UniRef50_A0A377A5Y6
contig_19	cds	83770	85080	-	BBGPBF_04219	586.0	1.4e-207	0.977	0.859	0.695	UniRef:UniRef50_Q8ZD46
contig_19	cds	85240	85524	-	BBGPBF_04220	-	-	-	-	-	-
contig_19	cds	85898	87220	+	BBGPBF_04221	617.0	1.3e-220	1.032	1.020	0.667	UniRef:UniRef50_A0A4U9HPP5
contig_19	cds	87282	88043	-	BBGPBF_04222	405.0	3.4e-142	1.0	0.841	0.735	UniRef:UniRef50_P76506
contig_19	cds	88333	89262	+	BBGPBF_04223	474.0	1.3e-168	0.942	0.964	0.852	UniRef:UniRef50_A0A1Y0L9R0
contig_20	cds	122	655	-	BBGPBF_04224	280.0	1.8e-95	0.994	0.850	0.761	UniRef:UniRef50_P0ACB4
contig_20	cds	667	2118	-	BBGPBF_04225	645.0	1.4e-229	1.066	1.0	0.641	UniRef:UniRef50_P44843
contig_20	cds	2157	2771	-	BBGPBF_04226	234.0	1.6e-76	0.990	0.906	0.609	UniRef:UniRef50_P27862
contig_20	cds	2771	4102	-	BBGPBF_04227	765.0	1.2e-278	0.923	0.891	0.892	UniRef:UniRef50_P21165
contig_20	cds	4294	6483	+	BBGPBF_04228	1358.0	0.0	1.0	0.924	0.940	UniRef:UniRef50_P21177
contig_20	cds	6493	7656	+	BBGPBF_04229	572.0	2.8e-204	0.997	0.944	0.738	UniRef:UniRef50_Q5E8X7
contig_20	cds	7763	8464	-	BBGPBF_04230	362.0	2.8e-126	1.0	0.896	0.768	UniRef:UniRef50_E0WT32
contig_20	cds	8514	9989	-	BBGPBF_04231	820.0	3.0e-299	0.994	0.998	0.791	UniRef:UniRef50_Q2SQ75
contig_20	cds	10168	10656	+	BBGPBF_04232	204.0	2.0e-66	1.006	0.959	0.601	UniRef:UniRef50_P0AFW0
contig_20	cds	10653	11444	-	BBGPBF_04233	535.0	1.8e-193	1.0	0.895	1.0	UniRef:UniRef50_D2TUZ4
contig_20	cds	11489	12268	-	BBGPBF_04234	351.0	1.0e-120	0.919	0.801	0.735	UniRef:UniRef50_A0AA43QD33
contig_20	cds	12271	12807	-	BBGPBF_04235	-	-	-	-	-	-
contig_20	cds	12811	13062	-	BBGPBF_04236	112.0	5.2e-32	1.072	0.864	0.764	UniRef:UniRef50_P69428
contig_20	cds	13192	14832	-	BBGPBF_04237	1109.0	0.0	1.0	0.883	1.0	UniRef:UniRef50_P0A6A0
contig_20	ncRNA	14829	15080	-	BBGPBF_04238	171.1	2.6e-25	-	-	-	RFAM:RF02757
contig_20	cds	14829	15434	-	BBGPBF_04239	217.0	9.3e-70	0.965	0.833	0.562	UniRef:UniRef50_Q9L6M5
contig_20	cds	15448	16203	-	BBGPBF_04240	311.0	1.0e-105	0.972	0.972	0.656	UniRef:UniRef50_Q21H69
contig_20	cds	16274	17722	-	BBGPBF_04241	397.0	1.3e-132	0.911	0.903	0.508	UniRef:UniRef50_K1JEP2
contig_20	cds	17858	18619	-	BBGPBF_04242	479.0	2.4e-171	0.992	0.818	0.972	UniRef:UniRef50_P12758
contig_20	cds	18892	19704	+	BBGPBF_04243	311.0	2.8e-105	0.967	0.929	0.575	UniRef:UniRef50_A0A084ZTT4
contig_20	cds	19763	22027	-	BBGPBF_04244	1402.0	0.0	1.076	0.999	0.859	UniRef:UniRef50_Q8X8L5
contig_20	cds	22275	23228	+	BBGPBF_04245	469.0	6.1e-166	0.965	0.959	0.745	UniRef:UniRef50_G8LK47
contig_20	cds	23116	24015	-	BBGPBF_04246	483.0	1.6e-171	0.993	0.895	0.815	UniRef:UniRef50_P0ADP5
contig_20	cds	24104	24904	-	BBGPBF_04247	409.0	5.4e-144	0.996	0.985	0.725	UniRef:UniRef50_A0A375AFS0
contig_20	cds	24949	25941	-	BBGPBF_04248	582.0	3.1e-209	0.991	0.843	0.826	UniRef:UniRef50_P07000
contig_20	cds	26051	26671	+	BBGPBF_04249	369.0	3.7e-130	1.0	1.0	0.922	UniRef:UniRef50_A0A6N3FR29
contig_20	cds	26834	27754	+	BBGPBF_04250	367.0	2.5e-125	0.990	0.832	0.597	UniRef:UniRef50_A0A0J5LV69
contig_20	cds	27800	28420	-	BBGPBF_04251	358.0	1.9e-125	1.0	0.841	0.864	UniRef:UniRef50_P0AG38
contig_20	cds	28482	30308	-	BBGPBF_04252	800.0	2.1e-286	0.982	0.910	0.647	UniRef:UniRef50_K6ZXG4
contig_20	cds	30376	31236	-	BBGPBF_04253	421.0	4.3e-148	0.937	0.902	0.698	UniRef:UniRef50_D1P2V8
contig_20	cds	31389	31853	+	BBGPBF_04254	202.0	1.1e-65	0.981	0.904	0.669	UniRef:UniRef50_A0A2G0QE88
contig_20	cds	31902	32795	+	BBGPBF_04255	538.0	1.2e-193	1.0	0.952	0.889	UniRef:UniRef50_A0A156JPX3
contig_20	cds	32839	33789	-	BBGPBF_04256	570.0	2.1e-205	1.0	0.861	0.918	UniRef:UniRef50_P0A2R8
contig_20	cds	34145	36307	-	BBGPBF_04257	1387.0	0.0	1.0	0.921	0.961	UniRef:UniRef50_P03018
contig_20	cds	36371	37087	-	BBGPBF_04258	370.0	4.6e-129	0.992	0.871	0.763	UniRef:UniRef50_P0ADP0
contig_20	cds	37087	37989	-	BBGPBF_04259	549.0	1.9e-200	1.0	1.0	0.913	BlastRules:WP_000132874
contig_20	cds	37986	38693	-	BBGPBF_04260	294.0	1.6e-99	0.932	0.887	0.662	UniRef:UniRef50_P23305
