Gene,Non-unique Gene name,Annotation,KP1766,KP1768,NJST258_1,NR5632,SRR7345603
group_1777,,hypothetical protein,MFCJNMFM_01282,JIEPOILB_01282,,KGLDIDPM_01280,
group_1775,,hypothetical protein,MFCJNMFM_05451,JIEPOILB_05450,,KGLDIDPM_05449,
group_1774,,hypothetical protein,MFCJNMFM_01277,JIEPOILB_01277,,KGLDIDPM_01275,
group_1770,,hypothetical protein,MFCJNMFM_01271,JIEPOILB_01271,,KGLDIDPM_01269,
group_1765,,hypothetical protein,MFCJNMFM_01932,JIEPOILB_01938,,KGLDIDPM_01935,
group_1764,,hypothetical protein,MFCJNMFM_05346,JIEPOILB_05339,,KGLDIDPM_05341,
group_1763,,hypothetical protein,MFCJNMFM_05325,JIEPOILB_05318,,KGLDIDPM_05320,
group_1762,,hypothetical protein,MFCJNMFM_00970,JIEPOILB_00971,,KGLDIDPM_00970,
group_1748,,hypothetical protein,MFCJNMFM_01919,JIEPOILB_01925,,KGLDIDPM_01922,
group_1744,,hypothetical protein,MFCJNMFM_01261,JIEPOILB_01261,,KGLDIDPM_01259,
group_1727,,hypothetical protein,MFCJNMFM_05162,JIEPOILB_05158,,KGLDIDPM_05159,
group_1720,,hypothetical protein,MFCJNMFM_01913,JIEPOILB_01919,,KGLDIDPM_01916,
group_1719,,hypothetical protein,MFCJNMFM_01275,JIEPOILB_01275,,KGLDIDPM_01273,
group_1717,,hypothetical protein,MFCJNMFM_01915,JIEPOILB_01921,,KGLDIDPM_01918,
group_1712,,hypothetical protein,MFCJNMFM_05305,JIEPOILB_05298,,KGLDIDPM_05300,
group_1703,,hypothetical protein,MFCJNMFM_05184,JIEPOILB_05180,,KGLDIDPM_05181,
group_1701,,hypothetical protein,MFCJNMFM_01291,JIEPOILB_01291,,KGLDIDPM_01289,
group_1695,,hypothetical protein,MFCJNMFM_05287,JIEPOILB_05281,,KGLDIDPM_05284,
group_1690,,hypothetical protein,MFCJNMFM_01262,JIEPOILB_01262,,KGLDIDPM_01260,
group_1686,,hypothetical protein,MFCJNMFM_05177,JIEPOILB_05173,,KGLDIDPM_05174,
group_1685,,hypothetical protein,MFCJNMFM_05167,JIEPOILB_05163,,KGLDIDPM_05164,
group_1682,,hypothetical protein,MFCJNMFM_01905,JIEPOILB_01911,,KGLDIDPM_01908,
group_1666,,hypothetical protein,MFCJNMFM_05276,JIEPOILB_05272,,KGLDIDPM_05273,
group_1665,,hypothetical protein,MFCJNMFM_05216,JIEPOILB_05212,,KGLDIDPM_05213,
group_1664,,hypothetical protein,MFCJNMFM_05147,JIEPOILB_05143,,KGLDIDPM_05144,
group_1660,,hypothetical protein,MFCJNMFM_01263,JIEPOILB_01263,,KGLDIDPM_01261,
group_1643,,hypothetical protein,MFCJNMFM_05248,JIEPOILB_05244,,KGLDIDPM_05245,
group_1626,,hypothetical protein,MFCJNMFM_05337,JIEPOILB_05330,,KGLDIDPM_05332,
group_1625,,hypothetical protein,MFCJNMFM_05273,JIEPOILB_05269,,KGLDIDPM_05270,
group_1624,,hypothetical protein,MFCJNMFM_05155,JIEPOILB_05151,,KGLDIDPM_05152,
group_1623,,hypothetical protein,MFCJNMFM_05126,JIEPOILB_05122,,KGLDIDPM_05122,
group_1622,,IS91 family transposase ISVsa3,MFCJNMFM_05115,JIEPOILB_05111,,KGLDIDPM_05111,
group_1618,,hypothetical protein,MFCJNMFM_01265,JIEPOILB_01265,,KGLDIDPM_01263,
ylpA_1,ylpA_1,Lipoprotein YlpA,MFCJNMFM_05427,JIEPOILB_05426,,KGLDIDPM_05425,
ycbX_2,ycbX_2,putative protein YcbX,MFCJNMFM_05290,JIEPOILB_05284,,KGLDIDPM_05287,
group_1607,,hypothetical protein,MFCJNMFM_05160,JIEPOILB_05156,,KGLDIDPM_05157,
group_1606,,hypothetical protein,MFCJNMFM_05158,JIEPOILB_05154,,KGLDIDPM_05155,
group_1604,,hypothetical protein,MFCJNMFM_01936,JIEPOILB_01942,,KGLDIDPM_01939,
group_1599,,hypothetical protein,MFCJNMFM_05376,JIEPOILB_05375,,KGLDIDPM_05374,
group_1598,,hypothetical protein,MFCJNMFM_05186,JIEPOILB_05182,,KGLDIDPM_05183,
group_1594,,hypothetical protein,MFCJNMFM_01917,JIEPOILB_01923,,KGLDIDPM_01920,
dinI_1,dinI_1,DNA damage-inducible protein I,MFCJNMFM_01278,JIEPOILB_01278,,KGLDIDPM_01276,
group_1579,,hypothetical protein,MFCJNMFM_05249,JIEPOILB_05245,,KGLDIDPM_05246,
group_1578,,hypothetical protein,MFCJNMFM_05232,JIEPOILB_05228,,KGLDIDPM_05229,
group_1576,,hypothetical protein,MFCJNMFM_01290,JIEPOILB_01290,,KGLDIDPM_01288,
group_1571,,hypothetical protein,MFCJNMFM_05267,JIEPOILB_05263,,KGLDIDPM_05264,
group_1563,,hypothetical protein,MFCJNMFM_01315,JIEPOILB_01316,,KGLDIDPM_01313,
group_1560,,hypothetical protein,MFCJNMFM_05120,JIEPOILB_05116,,KGLDIDPM_05116,
group_1559,,hypothetical protein,MFCJNMFM_05119,JIEPOILB_05115,,KGLDIDPM_05115,
group_1552,,hypothetical protein,MFCJNMFM_05214,JIEPOILB_05210,,KGLDIDPM_05211,
group_1550,,hypothetical protein,MFCJNMFM_01961,JIEPOILB_01967,,KGLDIDPM_01964,
group_1549,,hypothetical protein,MFCJNMFM_01904,JIEPOILB_01910,,KGLDIDPM_01907,
group_1546,,hypothetical protein,MFCJNMFM_05381,JIEPOILB_05380,,KGLDIDPM_05379,
group_1545,,hypothetical protein,MFCJNMFM_05121,JIEPOILB_05117,,KGLDIDPM_05117,
group_1534,,hypothetical protein,MFCJNMFM_05416,JIEPOILB_05415,,KGLDIDPM_05414,
group_1525,,hypothetical protein,MFCJNMFM_01949,JIEPOILB_01955,,KGLDIDPM_01952,
group_1521,,hypothetical protein,MFCJNMFM_05278,JIEPOILB_05274,,KGLDIDPM_05275,
group_1518,,hypothetical protein,MFCJNMFM_01289,JIEPOILB_01289,,KGLDIDPM_01287,
group_1513,,hypothetical protein,MFCJNMFM_05338,JIEPOILB_05331,,KGLDIDPM_05333,
group_1497,,hypothetical protein,MFCJNMFM_05274,JIEPOILB_05270,,KGLDIDPM_05271,
group_1493,,hypothetical protein,MFCJNMFM_05263,JIEPOILB_05259,,KGLDIDPM_05260,
group_1492,,hypothetical protein,MFCJNMFM_05209,JIEPOILB_05205,,KGLDIDPM_05206,
hupB_2,hupB_2,DNA-binding protein HU-beta,MFCJNMFM_05181,JIEPOILB_05177,,KGLDIDPM_05178,
group_1491,,hypothetical protein,MFCJNMFM_05109,JIEPOILB_05343,,KGLDIDPM_05345,
merP_2,merP_2,Mercuric transport protein periplasmic component,MFCJNMFM_05253,JIEPOILB_05249,,KGLDIDPM_05250,
merP_1,merP_1,Mercuric transport protein periplasmic component,MFCJNMFM_05228,JIEPOILB_05224,,KGLDIDPM_05225,
group_1485,,hypothetical protein,MFCJNMFM_05157,JIEPOILB_05153,,KGLDIDPM_05154,
group_1484,,hypothetical protein,MFCJNMFM_05130,JIEPOILB_05126,,KGLDIDPM_05126,
group_1479,,hypothetical protein,MFCJNMFM_01287,JIEPOILB_01287,,KGLDIDPM_01285,
group_1478,,hypothetical protein,MFCJNMFM_01256,JIEPOILB_01256,,KGLDIDPM_01254,
group_1474,,hypothetical protein,MFCJNMFM_05268,JIEPOILB_05264,,KGLDIDPM_05265,
group_1470,,hypothetical protein,MFCJNMFM_05345,JIEPOILB_05338,,KGLDIDPM_05340,
group_1469,,hypothetical protein,MFCJNMFM_05323,JIEPOILB_05316,,KGLDIDPM_05318,
group_1468,,hypothetical protein,MFCJNMFM_05260,JIEPOILB_05256,,KGLDIDPM_05257,
group_1467,,hypothetical protein,MFCJNMFM_05146,JIEPOILB_05142,,KGLDIDPM_05143,
group_1460,,IS200/IS605 family transposase IS609,MFCJNMFM_05366,JIEPOILB_05366,,KGLDIDPM_05365,
group_1453,,hypothetical protein,MFCJNMFM_01298,JIEPOILB_01298,,KGLDIDPM_01296,
group_1450,,hypothetical protein,MFCJNMFM_05202,JIEPOILB_05198,,KGLDIDPM_05199,
group_1421,,hypothetical protein,MFCJNMFM_05159,JIEPOILB_05155,,KGLDIDPM_05156,
group_1413,,hypothetical protein,MFCJNMFM_05282,JIEPOILB_05278,,KGLDIDPM_05279,
group_1412,,hypothetical protein,MFCJNMFM_05180,JIEPOILB_05176,,KGLDIDPM_05177,
group_1411,,hypothetical protein,MFCJNMFM_05114,JIEPOILB_05110,,KGLDIDPM_05110,
group_1408,,hypothetical protein,MFCJNMFM_01945,JIEPOILB_01951,,KGLDIDPM_01948,
ybcO,ybcO,Putative nuclease YbcO,MFCJNMFM_01280,JIEPOILB_01280,,KGLDIDPM_01278,
group_1399,,hypothetical protein,MFCJNMFM_01257,JIEPOILB_01257,,KGLDIDPM_01255,
group_1393,,hypothetical protein,MFCJNMFM_05438,JIEPOILB_05437,,KGLDIDPM_05436,
group_1392,,hypothetical protein,MFCJNMFM_05342,JIEPOILB_05335,,KGLDIDPM_05337,
group_1391,,hypothetical protein,MFCJNMFM_05112,JIEPOILB_05346,,KGLDIDPM_05348,
group_1387,,hypothetical protein,MFCJNMFM_01284,JIEPOILB_01284,,KGLDIDPM_01282,
group_1386,,IS3 family transposase ISKpn11,MFCJNMFM_00133,JIEPOILB_00132,,KGLDIDPM_00132,
group_1384,,hypothetical protein,MFCJNMFM_05194,JIEPOILB_05190,,KGLDIDPM_05191,
group_1376,,hypothetical protein,MFCJNMFM_05314,JIEPOILB_05307,,KGLDIDPM_05309,
group_1372,,hypothetical protein,MFCJNMFM_05306,JIEPOILB_05299,,KGLDIDPM_05301,
group_1367,,hypothetical protein,MFCJNMFM_01958,JIEPOILB_01964,,KGLDIDPM_01961,
group_1366,,hypothetical protein,MFCJNMFM_01918,JIEPOILB_01924,,KGLDIDPM_01921,
group_1364,,hypothetical protein,MFCJNMFM_01316,JIEPOILB_01317,,KGLDIDPM_01314,
group_1349,,hypothetical protein,MFCJNMFM_05385,JIEPOILB_05384,,KGLDIDPM_05383,
group_1342,,hypothetical protein,MFCJNMFM_05169,JIEPOILB_05165,,KGLDIDPM_05166,
gdx_2,gdx_2,Guanidinium exporter,MFCJNMFM_05449,JIEPOILB_05448,,KGLDIDPM_05447,
group_1339,,hypothetical protein,MFCJNMFM_05439,JIEPOILB_05438,,KGLDIDPM_05437,
group_1335,,hypothetical protein,MFCJNMFM_05297,JIEPOILB_05290,,KGLDIDPM_05292,
group_1334,,hypothetical protein,MFCJNMFM_05174,JIEPOILB_05170,,KGLDIDPM_05171,
group_1331,,hypothetical protein,MFCJNMFM_01269,JIEPOILB_01269,,KGLDIDPM_01267,
group_1325,,hypothetical protein,MFCJNMFM_05116,JIEPOILB_05112,,KGLDIDPM_05112,
group_1317,,hypothetical protein,MFCJNMFM_05283,JIEPOILB_05279,,KGLDIDPM_05280,
group_1309,,hypothetical protein,MFCJNMFM_05435,JIEPOILB_05434,,KGLDIDPM_05433,
emrE,emrE,Multidrug transporter EmrE,MFCJNMFM_05238,JIEPOILB_05234,,KGLDIDPM_05235,
group_1308,,hypothetical protein,MFCJNMFM_05165,JIEPOILB_05161,,KGLDIDPM_05162,
group_1307,,hypothetical protein,MFCJNMFM_05139,JIEPOILB_05135,,KGLDIDPM_05136,
group_1303,,hypothetical protein,MFCJNMFM_01286,JIEPOILB_01286,,KGLDIDPM_01284,
merT_1,merT_1,Mercuric transport protein MerT,MFCJNMFM_05227,JIEPOILB_05223,,KGLDIDPM_05224,
higB2_2,higB2_2,Putative toxin HigB2,MFCJNMFM_05179,JIEPOILB_05175,,KGLDIDPM_05176,
group_1300,,hypothetical protein,MFCJNMFM_01938,JIEPOILB_01944,,KGLDIDPM_01941,
arsR2,arsR2,Arsenic resistance transcriptional regulator ArsR2,MFCJNMFM_05443,JIEPOILB_05442,,KGLDIDPM_05441,
group_1296,,hypothetical protein,MFCJNMFM_05286,JIEPOILB_05280,,KGLDIDPM_05283,
group_1284,,hypothetical protein,MFCJNMFM_01281,JIEPOILB_01281,,KGLDIDPM_01279,
group_1281,,hypothetical protein,MFCJNMFM_05189,JIEPOILB_05185,,KGLDIDPM_05186,
group_1273,,hypothetical protein,MFCJNMFM_05231,JIEPOILB_05227,,KGLDIDPM_05228,
group_1267,,hypothetical protein,MFCJNMFM_01951,JIEPOILB_01957,,KGLDIDPM_01954,
group_1264,,hypothetical protein,MFCJNMFM_05324,JIEPOILB_05317,,KGLDIDPM_05319,
merT_2,merT_2,Mercuric transport protein MerT,MFCJNMFM_05254,JIEPOILB_05250,,KGLDIDPM_05251,
group_1263,,hypothetical protein,MFCJNMFM_05250,JIEPOILB_05246,,KGLDIDPM_05247,
group_1249,,hypothetical protein,MFCJNMFM_01952,JIEPOILB_01958,,KGLDIDPM_01955,
ylpA_2,ylpA_2,Lipoprotein YlpA,MFCJNMFM_05429,JIEPOILB_05428,,KGLDIDPM_05427,
group_1243,,hypothetical protein,MFCJNMFM_05176,JIEPOILB_05172,,KGLDIDPM_05173,
fluC_2,fluC_2,Fluoride-specific ion channel FluC,MFCJNMFM_05447,JIEPOILB_05446,,KGLDIDPM_05445,
group_1236,,hypothetical protein,MFCJNMFM_05386,JIEPOILB_05385,,KGLDIDPM_05384,
group_1232,,hypothetical protein,MFCJNMFM_05327,JIEPOILB_05320,,KGLDIDPM_05322,
group_1225,,hypothetical protein,MFCJNMFM_01950,JIEPOILB_01956,,KGLDIDPM_01953,
group_1222,,hypothetical protein,MFCJNMFM_01310,JIEPOILB_01310,,KGLDIDPM_01308,
group_1219,traM,Relaxosome protein TraM,MFCJNMFM_05397,JIEPOILB_05396,,KGLDIDPM_05395,
group_1218,,hypothetical protein,MFCJNMFM_05318,JIEPOILB_05311,,KGLDIDPM_05313,
group_1215,,hypothetical protein,MFCJNMFM_01953,JIEPOILB_01959,,KGLDIDPM_01956,
group_1213,,hypothetical protein,MFCJNMFM_01300,JIEPOILB_01300,,KGLDIDPM_01298,
group_1212,,hypothetical protein,MFCJNMFM_01264,JIEPOILB_01264,,KGLDIDPM_01262,
group_1209,,hypothetical protein,MFCJNMFM_05270,JIEPOILB_05266,,KGLDIDPM_05267,
group_1208,,hypothetical protein,MFCJNMFM_05164,JIEPOILB_05160,,KGLDIDPM_05161,
group_1203,,hypothetical protein,MFCJNMFM_05289,JIEPOILB_05283,,KGLDIDPM_05286,
group_1193,,hypothetical protein,MFCJNMFM_05168,JIEPOILB_05164,,KGLDIDPM_05165,
group_1189,,hypothetical protein,MFCJNMFM_01302,JIEPOILB_01302,,KGLDIDPM_01300,
group_1178,,hypothetical protein,MFCJNMFM_05412,JIEPOILB_05411,,KGLDIDPM_05410,
group_1165,,hypothetical protein,MFCJNMFM_01299,JIEPOILB_01299,,KGLDIDPM_01297,
group_1160,,hypothetical protein,MFCJNMFM_01959,JIEPOILB_01965,,KGLDIDPM_01962,
group_1157,,hypothetical protein,MFCJNMFM_01288,JIEPOILB_01288,,KGLDIDPM_01286,
group_1153,,hypothetical protein,MFCJNMFM_05205,JIEPOILB_05201,,KGLDIDPM_05202,
merC_2,merC_2,Mercuric transport protein MerC,MFCJNMFM_05252,JIEPOILB_05248,,KGLDIDPM_05249,
group_1141,,hypothetical protein,MFCJNMFM_05144,JIEPOILB_05140,,KGLDIDPM_05141,
group_1140,,hypothetical protein,MFCJNMFM_05143,JIEPOILB_05139,,KGLDIDPM_05140,
group_1139,,hypothetical protein,MFCJNMFM_01925,JIEPOILB_01931,,KGLDIDPM_01928,
arsC_2,arsC_2,Arsenate reductase,MFCJNMFM_05441,JIEPOILB_05440,,KGLDIDPM_05439,
group_1131,,hypothetical protein,MFCJNMFM_05190,JIEPOILB_05186,,KGLDIDPM_05187,
psiB,psiB,Protein PsiB,MFCJNMFM_05383,JIEPOILB_05382,,KGLDIDPM_05381,
silE_1,silE_1,Silver-binding protein SilE,MFCJNMFM_05349,JIEPOILB_05349,MHMAIFBA_05134,,
group_1127,,hypothetical protein,MFCJNMFM_05280,JIEPOILB_05276,,KGLDIDPM_05277,
group_1126,,hypothetical protein,MFCJNMFM_05117,JIEPOILB_05113,,KGLDIDPM_05113,
group_1125,,hypothetical protein,MFCJNMFM_01947,JIEPOILB_01953,,KGLDIDPM_01950,
group_1123,,hypothetical protein,MFCJNMFM_01274,JIEPOILB_01274,,KGLDIDPM_01272,
group_1120,,ISL3 family transposase ISStma11,MFCJNMFM_05226,JIEPOILB_05222,,KGLDIDPM_05223,
group_1119,,hypothetical protein,MFCJNMFM_05200,JIEPOILB_05196,,KGLDIDPM_05197,
group_1107,,hypothetical protein,MFCJNMFM_05134,JIEPOILB_05130,,KGLDIDPM_05132,
group_1104,,hypothetical protein,MFCJNMFM_05422,JIEPOILB_05421,,KGLDIDPM_05420,
group_1097,,hypothetical protein,MFCJNMFM_05328,JIEPOILB_05321,,KGLDIDPM_05323,
group_1096,,hypothetical protein,MFCJNMFM_05188,JIEPOILB_05184,,KGLDIDPM_05185,
group_1083,,hypothetical protein,MFCJNMFM_05288,JIEPOILB_05282,,KGLDIDPM_05285,
group_1082,,hypothetical protein,MFCJNMFM_05262,JIEPOILB_05258,,KGLDIDPM_05259,
group_1081,,hypothetical protein,MFCJNMFM_05141,JIEPOILB_05137,,KGLDIDPM_05138,
merR,merR,Mercuric resistance operon regulatory protein,MFCJNMFM_05255,JIEPOILB_05251,,KGLDIDPM_05252,
group_1063,,hypothetical protein,MFCJNMFM_05142,JIEPOILB_05138,,KGLDIDPM_05139,
group_1062,,hypothetical protein,MFCJNMFM_01941,JIEPOILB_01947,,KGLDIDPM_01944,
group_1060,,hypothetical protein,MFCJNMFM_05175,JIEPOILB_05171,,KGLDIDPM_05172,
group_1056,,hypothetical protein,MFCJNMFM_05195,JIEPOILB_05191,,KGLDIDPM_05192,
group_1052,,hypothetical protein,MFCJNMFM_01308,JIEPOILB_01308,,KGLDIDPM_01306,
group_1036,,hypothetical protein,MFCJNMFM_05128,JIEPOILB_05124,,KGLDIDPM_05124,
group_1030,,hypothetical protein,MFCJNMFM_05256,JIEPOILB_05252,,KGLDIDPM_05253,
group_1025,,hypothetical protein,MFCJNMFM_01309,JIEPOILB_01309,,KGLDIDPM_01307,
group_1024,,hypothetical protein,MFCJNMFM_01304,JIEPOILB_01304,,KGLDIDPM_01302,
group_1021,,hypothetical protein,MFCJNMFM_05236,JIEPOILB_05232,,KGLDIDPM_05233,
group_1017,,hypothetical protein,MFCJNMFM_05335,JIEPOILB_05328,,KGLDIDPM_05330,
group_1016,,hypothetical protein,MFCJNMFM_05173,JIEPOILB_05169,,KGLDIDPM_05170,
group_1015,,hypothetical protein,MFCJNMFM_05171,JIEPOILB_05167,,KGLDIDPM_05168,
lexA_1,lexA_1,LexA repressor,MFCJNMFM_01916,JIEPOILB_01922,,KGLDIDPM_01919,
rrrD,rrrD,Lysozyme RrrD,MFCJNMFM_01937,JIEPOILB_01943,,KGLDIDPM_01940,
group_1006,,hypothetical protein,MFCJNMFM_05172,JIEPOILB_05168,,KGLDIDPM_05169,
group_1005,,hypothetical protein,MFCJNMFM_05145,JIEPOILB_05141,,KGLDIDPM_05142,
group_1003,,hypothetical protein,MFCJNMFM_01306,JIEPOILB_01306,,KGLDIDPM_01304,
group_1002,,hypothetical protein,MFCJNMFM_05341,JIEPOILB_05334,,KGLDIDPM_05336,
group_1001,,hypothetical protein,MFCJNMFM_05295,JIEPOILB_05288,,KGLDIDPM_05290,
group_1000,,hypothetical protein,MFCJNMFM_05161,JIEPOILB_05157,,KGLDIDPM_05158,
group_988,,hypothetical protein,MFCJNMFM_05343,JIEPOILB_05336,,KGLDIDPM_05338,
group_986,,hypothetical protein,MFCJNMFM_01906,JIEPOILB_01912,,KGLDIDPM_01909,
group_982,,hypothetical protein,MFCJNMFM_05148,JIEPOILB_05144,,KGLDIDPM_05145,
group_980,,hypothetical protein,MFCJNMFM_04585,JIEPOILB_04589,,KGLDIDPM_04589,
group_970,,hypothetical protein,MFCJNMFM_05187,JIEPOILB_05183,,KGLDIDPM_05184,
group_969,,hypothetical protein,MFCJNMFM_05131,JIEPOILB_05127,,KGLDIDPM_05127,
group_967,,hypothetical protein,MFCJNMFM_05197,JIEPOILB_05193,,KGLDIDPM_05194,
group_966,,hypothetical protein,MFCJNMFM_05196,JIEPOILB_05192,,KGLDIDPM_05193,
ssb_1,ssb_1,Single-stranded DNA-binding protein,MFCJNMFM_05302,JIEPOILB_05295,,KGLDIDPM_05297,
group_962,,hypothetical protein,MFCJNMFM_01907,JIEPOILB_01913,,KGLDIDPM_01910,
group_959,,hypothetical protein,MFCJNMFM_05313,JIEPOILB_05306,,KGLDIDPM_05308,
group_957,,hypothetical protein,MFCJNMFM_01305,JIEPOILB_01305,,KGLDIDPM_01303,
group_955,,hypothetical protein,MFCJNMFM_05208,JIEPOILB_05204,,KGLDIDPM_05205,
group_945,,hypothetical protein,MFCJNMFM_05259,JIEPOILB_05255,,KGLDIDPM_05256,
group_940,,hypothetical protein,MFCJNMFM_01266,JIEPOILB_01266,,KGLDIDPM_01264,
group_936,,hypothetical protein,MFCJNMFM_05296,JIEPOILB_05289,,KGLDIDPM_05291,
group_935,,hypothetical protein,MFCJNMFM_05203,JIEPOILB_05199,,KGLDIDPM_05200,
group_931,,hypothetical protein,MFCJNMFM_01285,JIEPOILB_01285,,KGLDIDPM_01283,
ssb_2,ssb_2,Plasmid-derived single-stranded DNA-binding protein,MFCJNMFM_05380,JIEPOILB_05379,,KGLDIDPM_05378,
tmrB,tmrB,Tunicamycin resistance protein,MFCJNMFM_00134,JIEPOILB_00133,,KGLDIDPM_00133,
group_922,,hypothetical protein,MFCJNMFM_05330,JIEPOILB_05323,,KGLDIDPM_05325,
group_921,,hypothetical protein,MFCJNMFM_05123,JIEPOILB_05119,,KGLDIDPM_05119,
group_918,,hypothetical protein,MFCJNMFM_01927,JIEPOILB_01933,,KGLDIDPM_01930,
group_917,,hypothetical protein,MFCJNMFM_01923,JIEPOILB_01929,,KGLDIDPM_01926,
group_916,,hypothetical protein,MFCJNMFM_05178,JIEPOILB_05174,,KGLDIDPM_05175,
cat,cat,Chloramphenicol acetyltransferase,MFCJNMFM_00139,JIEPOILB_00138,,KGLDIDPM_00138,
group_909,,hypothetical protein,MFCJNMFM_05206,JIEPOILB_05202,,KGLDIDPM_05203,
group_907,,hypothetical protein,MFCJNMFM_01301,JIEPOILB_01301,,KGLDIDPM_01299,
group_904,,hypothetical protein,MFCJNMFM_05279,JIEPOILB_05275,,KGLDIDPM_05276,
group_903,,hypothetical protein,MFCJNMFM_05239,JIEPOILB_05235,,KGLDIDPM_05236,
group_899,,hypothetical protein,MFCJNMFM_05272,JIEPOILB_05268,,KGLDIDPM_05269,
hin_2,hin_2,DNA-invertase hin,MFCJNMFM_05242,JIEPOILB_05238,,KGLDIDPM_05239,
group_892,,hypothetical protein,MFCJNMFM_05379,JIEPOILB_05378,,KGLDIDPM_05377,
group_891,,hypothetical protein,MFCJNMFM_05125,JIEPOILB_05121,,KGLDIDPM_05121,
group_889,,hypothetical protein,MFCJNMFM_01272,JIEPOILB_01272,,KGLDIDPM_01270,
group_874,,hypothetical protein,MFCJNMFM_05124,JIEPOILB_05120,,KGLDIDPM_05120,
group_873,,hypothetical protein,MFCJNMFM_05108,JIEPOILB_05342,,KGLDIDPM_05344,
group_865,,hypothetical protein,MFCJNMFM_05319,JIEPOILB_05312,,KGLDIDPM_05314,
hin_1,hin_1,DNA-invertase hin,MFCJNMFM_05133,JIEPOILB_05129,,KGLDIDPM_05129,
finO,finO,Fertility inhibition protein,MFCJNMFM_05434,JIEPOILB_05433,,KGLDIDPM_05432,
group_839,,hypothetical protein,MFCJNMFM_01279,JIEPOILB_01279,,KGLDIDPM_01277,
aacA4,aacA4,Aminoglycoside N(6')-acetyltransferase type 1,MFCJNMFM_00137,JIEPOILB_00136,,KGLDIDPM_00136,
group_834,,hypothetical protein,MFCJNMFM_05261,JIEPOILB_05257,,KGLDIDPM_05258,
tfaE,tfaE,Prophage tail fiber assembly protein TfaE,MFCJNMFM_05135,JIEPOILB_05131,,KGLDIDPM_05131,
yfbR_2,yfbR_2,5'-deoxynucleotidase YfbR,MFCJNMFM_05275,JIEPOILB_05271,,KGLDIDPM_05272,
group_824,,hypothetical protein,MFCJNMFM_05207,JIEPOILB_05203,,KGLDIDPM_05204,
group_823,,hypothetical protein,MFCJNMFM_05198,JIEPOILB_05194,,KGLDIDPM_05195,
group_820,,hypothetical protein,MFCJNMFM_05182,JIEPOILB_05178,,KGLDIDPM_05179,
group_819,,hypothetical protein,MFCJNMFM_05137,JIEPOILB_05133,,KGLDIDPM_05134,
group_817,,hypothetical protein,MFCJNMFM_01939,JIEPOILB_01945,,KGLDIDPM_01942,
group_808,,hypothetical protein,MFCJNMFM_05336,JIEPOILB_05329,,KGLDIDPM_05331,
group_807,,hypothetical protein,MFCJNMFM_05333,JIEPOILB_05326,,KGLDIDPM_05328,
group_799,,hypothetical protein,MFCJNMFM_05322,JIEPOILB_05315,,KGLDIDPM_05317,
group_798,,hypothetical protein,MFCJNMFM_01940,JIEPOILB_01946,,KGLDIDPM_01943,
group_794,,hypothetical protein,MFCJNMFM_05329,JIEPOILB_05322,,KGLDIDPM_05324,
group_784,,hypothetical protein,MFCJNMFM_05140,JIEPOILB_05136,,KGLDIDPM_05137,
group_779,,hypothetical protein,MFCJNMFM_01930,JIEPOILB_01936,,KGLDIDPM_01933,
group_776,,hypothetical protein,MFCJNMFM_05307,JIEPOILB_05300,,KGLDIDPM_05302,
group_774,,hypothetical protein,MFCJNMFM_01931,JIEPOILB_01937,,KGLDIDPM_01934,
group_773,,hypothetical protein,MFCJNMFM_05436,JIEPOILB_05435,,KGLDIDPM_05434,
group_771,,hypothetical protein,MFCJNMFM_01273,JIEPOILB_01273,,KGLDIDPM_01271,
aadB,aadB,2''-aminoglycoside nucleotidyltransferase,MFCJNMFM_05240,JIEPOILB_05236,,KGLDIDPM_05237,
group_763,,hypothetical protein,MFCJNMFM_05437,JIEPOILB_05436,,KGLDIDPM_05435,
group_754,,hypothetical protein,MFCJNMFM_05339,JIEPOILB_05332,,KGLDIDPM_05334,
group_747,,hypothetical protein,MFCJNMFM_05326,JIEPOILB_05319,,KGLDIDPM_05321,
group_731,,hypothetical protein,MFCJNMFM_05311,JIEPOILB_05304,,KGLDIDPM_05306,
group_728,,hypothetical protein,MFCJNMFM_05344,JIEPOILB_05337,,KGLDIDPM_05339,
tetR,tetR,Tetracycline repressor protein class A from transposon 1721,MFCJNMFM_00142,JIEPOILB_00141,,KGLDIDPM_00141,
group_713,,hypothetical protein,MFCJNMFM_05430,JIEPOILB_05429,,KGLDIDPM_05428,
group_710,,hypothetical protein,MFCJNMFM_01933,JIEPOILB_01939,,KGLDIDPM_01936,
group_702,,hypothetical protein,MFCJNMFM_01258,JIEPOILB_01258,,KGLDIDPM_01256,
dsbC_2,dsbC_2,Thiol:disulfide interchange protein DsbC,MFCJNMFM_05316,JIEPOILB_05309,,KGLDIDPM_05311,
mucR,mucR,Bifunctional diguanylate cyclase/cyclic di-GMP phosphodiesterase MucR,MFCJNMFM_05233,JIEPOILB_05229,,KGLDIDPM_05230,
group_687,,hypothetical protein,MFCJNMFM_01955,JIEPOILB_01961,,KGLDIDPM_01958,
arsH_1,arsH_1,NADPH-dependent FMN reductase ArsH,MFCJNMFM_05440,JIEPOILB_05439,,KGLDIDPM_05438,
group_670,,hypothetical protein,MFCJNMFM_05433,JIEPOILB_05432,,KGLDIDPM_05431,
group_669,,hypothetical protein,MFCJNMFM_05265,JIEPOILB_05261,,KGLDIDPM_05262,
